semester,cgpa,attendance,average_marks,highest_marks,lowest_marks,target
7,8.4,88.88,82.65,90.76,72.71,Low
1,7.31,66.01,74.86,89.36,70.11,Moderate
6,7.7,79.88,72.93,87.43,59.98,Moderate
7,7.33,67.98,81.34,89.1,70.3,Moderate
8,7.01,73.02,64.19,70.62,55.48,High
7,9.95,96.85,98.0,100.0,87.63,Low
4,8.41,85.52,89.71,100.0,83.61,Low
7,6.81,59.47,57.33,69.9,45.98,High
7,7.45,58.16,79.59,84.74,76.69,High
2,9.9,85.03,97.43,100.0,91.05,Low
3,8.77,92.02,88.41,100.0,84.33,Low
3,7.89,91.24,84.85,90.53,79.09,Low
3,7.99,79.78,83.69,95.0,67.14,Low
4,8.12,96.11,83.86,89.86,72.72,Low
2,6.75,77.58,68.79,78.87,63.46,Moderate
2,9.05,98.54,96.79,100.0,89.33,Low
4,8.76,100.0,71.94,87.3,63.11,Low
5,7.83,81.77,80.51,85.02,73.68,Low
2,7.75,93.26,80.03,95.34,59.54,Low
5,7.76,76.79,79.03,92.41,69.27,Moderate
7,8.63,83.28,83.17,91.19,81.99,Low
1,6.47,68.56,69.65,78.19,64.06,High
1,8.73,90.05,83.76,92.98,74.58,Low
5,7.93,79.57,73.9,82.28,62.39,Moderate
2,8.19,91.42,91.76,95.29,83.89,Low
5,8.24,77.21,82.4,92.94,72.45,Moderate
3,9.58,99.88,95.48,100.0,90.59,Low
2,7.69,94.12,92.17,100.0,84.58,Low
8,9.88,87.55,98.0,100.0,95.0,Low
7,8.84,88.02,74.5,80.62,59.2,Low
1,7.63,88.07,78.63,83.47,73.04,Moderate
4,6.97,100.0,72.95,85.54,59.59,Moderate
2,7.57,87.47,60.34,67.34,45.65,Moderate
2,8.69,85.68,77.78,85.24,67.63,Low
2,8.03,79.83,74.33,83.12,72.02,Moderate
4,10.0,95.42,98.0,100.0,87.47,Low
8,5.87,81.59,68.71,77.01,57.54,Moderate
7,7.31,80.65,72.84,85.31,63.61,Moderate
5,7.46,73.25,74.5,83.25,70.31,Moderate
8,8.45,71.16,83.23,87.8,71.96,Moderate
8,7.87,87.51,65.01,75.64,56.47,Moderate
5,8.19,98.18,96.9,100.0,84.69,Low
2,4.76,68.06,51.73,56.23,32.76,High
7,7.16,78.55,74.08,80.44,65.23,Moderate
1,7.36,90.72,72.39,80.23,70.15,Low
6,6.9,57.02,61.05,67.41,48.47,High
8,8.36,51.4,81.55,84.46,77.65,Moderate
6,6.2,72.16,54.98,61.96,52.95,High
4,7.75,97.91,78.58,86.56,78.41,Low
1,9.27,83.88,81.74,89.91,74.23,Low
5,6.71,80.72,77.45,78.51,61.94,Moderate
7,8.15,100.0,89.86,96.46,84.18,Low
7,8.4,91.84,95.05,100.0,83.42,Low
6,7.94,86.74,65.58,80.42,58.39,Moderate
1,7.67,96.66,86.12,94.58,75.91,Low
3,7.13,95.54,84.36,89.67,77.19,Low
3,5.94,84.22,48.73,53.56,43.25,High
4,4.4,78.16,50.85,54.82,41.61,High
7,7.47,97.51,77.06,82.77,60.95,Moderate
1,8.37,100.0,76.45,89.52,73.81,Low
6,8.55,100.0,73.0,84.8,61.85,Low
1,7.61,85.19,60.23,66.6,56.36,Moderate
5,6.24,53.5,57.24,62.56,47.97,High
7,8.36,63.64,84.08,95.05,74.55,Low
1,8.5,80.01,82.71,91.27,69.67,Low
1,4.49,61.05,50.59,58.62,34.56,High
1,7.36,91.66,62.49,66.96,59.13,Moderate
6,8.6,75.12,84.9,85.4,71.68,Low
8,6.79,79.56,67.62,74.88,61.71,Moderate
3,7.27,74.28,83.11,87.91,76.5,Low
4,9.07,100.0,98.0,100.0,92.17,Low
8,8.32,75.41,87.1,98.71,77.25,Low
7,6.46,67.55,68.63,80.42,64.05,High
1,7.33,86.37,79.4,83.76,71.41,Moderate
8,6.96,80.1,67.52,80.67,51.9,Moderate
2,8.66,83.73,71.2,80.37,59.02,Moderate
1,9.63,90.85,94.46,95.02,83.79,Low
5,7.69,100.0,82.67,95.31,69.58,Low
4,6.53,77.98,68.45,77.04,62.16,Moderate
6,7.19,82.29,59.24,70.22,51.3,Moderate
8,8.95,100.0,91.62,91.63,70.8,Low
5,7.35,75.23,76.54,76.86,68.12,Moderate
7,8.06,82.6,86.52,92.23,79.45,Low
4,9.91,100.0,98.0,100.0,88.47,Low
5,6.84,82.54,76.47,89.33,68.34,Moderate
4,8.76,95.83,94.47,96.94,84.26,Low
2,8.01,96.47,85.33,94.04,75.57,Low
5,8.68,100.0,98.0,100.0,92.64,Low
4,9.25,82.92,86.75,94.83,75.68,Low
7,8.76,83.84,92.18,98.85,76.05,Low
3,8.45,100.0,79.53,89.85,73.3,Low
4,7.95,51.44,69.91,78.02,62.05,Moderate
5,7.8,69.53,78.97,98.42,67.42,Moderate
3,7.51,85.64,75.97,81.1,68.25,Moderate
6,8.76,85.48,81.6,87.51,70.14,Low
3,6.93,80.63,63.43,71.41,45.32,Moderate
7,6.53,88.1,71.08,77.78,63.44,Moderate
6,6.57,76.73,67.08,77.29,60.25,Moderate
2,8.28,100.0,95.68,99.09,84.88,Low
5,7.29,81.61,74.32,84.57,62.34,Moderate
7,6.67,60.54,64.01,79.93,51.21,High
4,7.29,93.13,79.76,82.6,62.65,Moderate
8,10.0,100.0,90.95,100.0,79.03,Low
8,8.65,90.13,75.18,83.92,65.52,Low
2,9.22,63.83,75.58,83.92,69.73,Moderate
5,8.15,57.4,74.06,89.27,60.7,High
4,7.43,87.72,64.31,73.94,59.81,Moderate
2,6.2,97.78,81.42,88.12,73.43,Low
8,6.54,75.95,58.31,71.47,55.46,High
1,9.38,84.26,98.0,100.0,89.39,Low
8,7.04,54.13,64.72,69.71,55.6,High
2,7.59,83.42,78.16,79.44,66.2,Low
1,7.55,56.13,75.99,91.49,64.63,Moderate
7,7.0,62.83,62.0,64.98,51.24,High
2,6.98,97.5,79.01,84.82,68.65,Low
6,9.0,89.26,85.82,91.17,75.38,Low
6,7.13,83.58,81.25,92.45,66.27,Moderate
5,6.74,85.71,63.99,69.79,52.63,Moderate
2,7.41,74.04,73.4,78.51,63.03,Moderate
7,8.26,95.77,81.14,92.35,70.61,Low
6,8.69,87.66,84.47,92.24,80.41,Low
6,8.01,95.5,80.55,89.02,71.09,Low
8,6.02,100.0,64.73,76.08,58.41,Moderate
2,7.63,76.85,88.2,92.38,82.51,Moderate
8,6.95,89.0,75.48,89.82,62.56,Moderate
1,7.06,81.93,78.91,90.98,73.55,Low
1,7.24,93.49,67.62,72.46,63.2,Moderate
3,6.41,71.91,75.1,78.53,67.56,Moderate
3,7.96,86.25,71.11,75.74,63.47,Moderate
5,7.45,97.08,83.1,92.91,70.77,Low
5,8.86,74.55,80.68,89.69,69.3,Moderate
8,8.55,78.7,84.66,98.54,81.66,Low
3,10.0,87.38,93.12,100.0,81.92,Low
4,7.41,55.1,69.8,75.71,62.1,Moderate
8,6.48,52.84,56.22,72.78,50.33,High
5,7.63,84.85,70.72,79.89,56.96,Moderate
8,6.33,76.74,64.25,76.98,54.86,High
7,7.51,69.1,90.81,93.03,90.32,Moderate
8,8.15,87.81,81.79,89.61,73.15,Low
2,7.9,71.32,84.72,97.51,75.15,Moderate
8,10.0,82.57,88.72,91.41,73.84,Low
4,8.25,93.92,75.67,75.79,62.46,Moderate
7,8.64,97.22,92.88,97.34,82.51,Low
7,7.77,71.53,62.94,69.47,60.32,Moderate
4,10.0,96.67,79.95,93.46,68.34,Low
8,6.25,87.44,69.45,73.89,60.7,Moderate
6,7.15,100.0,67.35,75.78,61.49,Moderate
4,6.68,74.77,74.97,88.27,64.74,Moderate
5,6.18,55.05,65.86,78.98,60.33,High
8,7.15,59.33,54.97,60.05,47.34,High
5,9.04,82.51,76.4,87.37,67.57,Low
2,8.78,95.9,83.55,89.42,70.77,Low
5,8.13,83.0,82.64,90.94,78.76,Low
4,6.49,84.53,73.95,79.65,65.73,Moderate
7,9.68,94.9,97.61,99.73,90.61,Low
3,10.0,88.72,89.8,94.89,75.68,Low
8,8.11,89.65,87.82,92.81,77.83,Low
7,9.8,100.0,98.0,100.0,93.33,Low
4,7.45,69.75,83.53,97.55,74.87,Moderate
6,7.52,75.13,72.49,74.8,61.49,Moderate
3,8.21,92.45,82.06,88.59,68.88,Moderate
3,7.28,96.2,81.7,92.45,64.8,Low
4,7.03,69.8,85.3,94.68,73.16,Moderate
5,10.0,99.06,87.78,94.91,74.16,Low
2,8.83,82.86,89.91,100.0,77.29,Low
2,7.85,52.65,68.02,78.48,59.32,High
5,8.76,88.15,79.28,92.49,72.6,Low
4,7.97,73.12,77.42,92.65,71.51,Moderate
6,7.38,93.59,77.91,83.37,66.78,Moderate
2,6.4,62.09,55.23,66.03,41.12,High
2,7.8,82.5,77.15,87.56,65.29,Moderate
6,7.92,66.51,71.77,74.45,60.14,Moderate
8,9.85,85.41,98.0,100.0,90.02,Low
6,7.8,88.97,77.09,79.15,62.9,Low
8,8.78,79.23,78.15,87.65,66.72,Moderate
1,7.02,88.18,64.66,69.32,62.82,Moderate
4,7.27,64.54,66.16,71.46,59.74,Moderate
1,9.15,92.96,85.43,95.74,79.2,Low
7,8.35,85.1,79.28,81.73,70.79,Low
1,6.25,57.32,58.84,69.49,44.54,High
1,9.24,96.39,88.89,99.89,77.39,Low
2,8.0,100.0,98.0,100.0,95.0,Low
7,7.92,81.08,80.7,94.63,75.7,Low
1,9.9,90.09,96.86,99.06,92.74,Low
5,8.08,94.64,66.05,73.72,57.17,Low
7,8.51,100.0,80.75,88.7,71.43,Low
6,9.2,73.37,76.79,81.95,76.75,Low
3,5.46,94.24,59.18,70.9,48.98,Moderate
7,9.24,100.0,83.01,91.63,70.32,Low
2,9.4,89.91,98.0,100.0,82.99,Low
3,5.37,83.49,60.64,70.73,48.31,High
8,7.21,62.6,62.39,67.5,47.48,High
8,8.98,85.79,70.69,75.36,61.56,Low
2,9.01,89.12,93.29,100.0,88.7,Low
3,8.39,89.01,97.61,100.0,86.49,Low
6,10.0,93.42,94.54,96.54,77.99,Low
5,6.9,74.85,61.22,69.51,56.73,Moderate
4,6.75,94.07,80.83,92.87,74.67,Low
8,8.25,83.82,77.68,83.97,74.94,Low
4,9.46,76.57,98.0,100.0,87.83,Low
8,9.47,100.0,88.34,99.36,79.91,Low
7,7.32,82.1,71.49,83.52,67.34,Moderate
5,5.47,100.0,45.19,56.11,41.49,High
2,7.37,87.31,82.83,86.65,74.73,Moderate
4,8.29,86.37,82.73,84.29,62.58,Moderate
8,7.77,82.63,82.02,92.41,67.11,Low
1,7.93,100.0,77.28,95.15,66.87,Low
3,8.49,90.79,83.83,88.77,74.48,Low
3,8.89,87.02,92.55,97.71,90.17,Low
6,8.43,89.37,76.7,87.82,66.68,Low
6,7.84,76.27,79.29,92.14,66.8,Moderate
2,8.55,100.0,83.22,88.17,73.04,Low
1,8.61,95.64,84.41,91.13,79.66,Low
2,6.71,72.09,59.55,65.47,48.13,High
5,7.47,56.04,66.32,80.0,56.54,High
8,8.33,70.41,78.67,89.75,77.84,Moderate
1,6.76,65.22,51.88,62.63,46.42,High
1,6.94,82.38,90.04,100.0,78.75,Low
5,7.9,88.02,76.5,85.68,75.46,Moderate
6,8.65,88.46,88.86,100.0,72.75,Low
1,6.16,85.89,56.08,63.4,44.44,High
3,8.91,94.23,75.87,84.28,71.2,Low
5,8.96,100.0,85.06,90.12,74.51,Low
5,9.2,80.08,91.27,95.56,87.58,Low
6,8.35,100.0,77.6,87.54,68.55,Low
7,8.68,82.29,76.21,81.14,66.78,Moderate
5,7.79,81.38,73.72,76.38,59.99,Moderate
7,7.69,90.39,82.34,97.31,71.78,Low
8,7.95,90.51,89.96,97.36,83.81,Low
8,5.58,100.0,47.17,61.27,35.72,High
5,9.26,96.58,90.81,93.15,86.43,Low
6,6.75,97.65,90.22,100.0,81.13,Low
2,6.38,68.93,70.23,77.42,62.48,High
2,9.59,90.26,81.6,87.76,73.28,Low
2,8.81,83.72,84.96,99.2,73.46,Low
1,9.29,88.11,93.0,100.0,87.04,Low
8,7.49,53.83,74.72,80.32,67.97,Moderate
5,7.23,92.07,65.07,72.51,61.23,Moderate
1,6.58,93.72,65.4,74.36,49.25,Moderate
7,7.23,67.78,68.33,74.48,61.94,High
1,8.63,84.16,79.84,86.25,70.82,Moderate
7,7.4,90.24,67.63,78.02,62.01,Moderate
1,8.34,96.13,80.13,89.63,72.16,Low
5,7.7,83.45,65.35,73.13,58.16,Moderate
5,10.0,81.24,96.88,100.0,85.87,Low
7,5.64,70.76,67.92,81.9,57.28,High
7,6.99,86.51,68.82,78.03,54.79,Moderate
7,8.4,91.62,86.27,86.32,78.44,Low
2,7.24,89.38,73.28,86.0,66.82,Moderate
3,4.0,53.77,56.35,67.95,53.93,High
3,7.04,85.08,84.15,93.74,81.86,Moderate
1,9.84,94.43,98.0,100.0,94.66,Low
2,7.31,100.0,81.28,85.98,70.53,Low
5,8.81,87.05,85.38,86.61,84.52,Low
2,5.31,84.09,73.78,82.62,65.31,High
5,5.92,70.22,65.54,74.62,54.11,High
8,7.14,84.62,78.58,85.38,67.85,Moderate
6,8.13,89.79,83.47,92.19,81.22,Low
2,6.91,95.06,64.4,64.56,52.34,Moderate
1,9.65,74.71,96.73,100.0,86.2,Low
6,8.78,83.39,77.78,81.9,72.58,Low
1,8.68,99.46,79.99,90.86,69.42,Low
2,8.23,76.57,79.7,84.12,65.95,Moderate
7,8.38,71.43,77.8,82.22,70.29,Moderate
3,8.7,66.22,68.11,78.03,64.2,Moderate
4,7.16,84.46,73.22,83.66,60.17,Moderate
7,9.56,88.15,94.61,100.0,87.87,Low
6,7.03,54.04,61.12,78.18,54.58,High
5,7.29,92.73,79.41,87.26,74.03,Low
3,8.66,99.15,72.73,80.24,66.13,Low
2,6.88,64.72,62.8,66.3,60.15,High
2,7.45,81.73,77.07,81.19,67.47,Moderate
6,7.57,90.5,89.09,95.31,75.16,Low
4,9.54,84.64,88.67,97.05,76.7,Low
1,6.84,68.87,62.56,74.06,47.52,High
4,8.75,95.56,88.49,100.0,71.92,Low
2,7.57,89.22,86.8,89.09,78.53,Moderate
2,8.01,100.0,73.27,77.29,67.73,Low
2,5.86,60.02,61.42,65.49,45.11,High
4,7.12,92.9,79.38,92.03,63.37,Low
1,8.5,79.09,79.73,92.83,75.01,Low
7,6.86,81.83,70.2,75.07,60.05,Moderate
8,7.02,65.77,80.92,88.43,78.1,Moderate
1,7.18,65.2,85.24,97.09,79.62,Moderate
3,7.79,93.98,82.34,88.65,73.93,Low
8,5.61,58.04,51.74,56.79,40.41,High
8,9.65,87.62,79.83,87.84,78.01,Low
4,6.52,85.93,76.01,82.54,62.6,Moderate
5,7.43,67.69,68.11,76.31,57.52,Moderate
6,8.32,85.49,88.58,95.65,78.28,Moderate
7,7.32,75.82,88.52,97.15,80.14,Moderate
8,6.77,70.1,68.32,74.2,54.12,Moderate
7,7.22,87.48,81.22,87.02,72.29,Low
4,10.0,99.45,98.0,100.0,84.96,Low
2,5.04,72.05,67.43,73.47,62.55,High
2,7.44,91.83,84.73,91.55,71.6,Moderate
8,7.34,67.46,83.24,90.41,75.03,Moderate
1,7.11,76.81,70.39,79.65,63.03,Moderate
1,8.1,50.0,88.47,100.0,80.32,Moderate
6,7.03,64.91,79.54,89.22,65.59,Moderate
8,9.11,75.72,69.55,81.26,58.08,Moderate
5,9.06,66.93,76.52,82.28,69.56,Moderate
2,7.08,93.75,75.91,81.53,64.76,Low
8,7.83,86.15,85.63,91.94,80.9,Low
1,7.13,80.0,68.43,75.79,53.37,Moderate
5,8.34,88.57,82.79,87.76,66.74,Low
7,8.04,77.81,67.45,81.87,62.48,Moderate
6,9.01,85.51,81.99,88.82,72.47,Low
5,7.19,85.48,77.31,89.31,73.26,Moderate
1,5.56,52.77,63.27,68.78,49.4,High
5,9.92,84.97,98.0,100.0,95.0,Low
4,7.36,82.68,69.51,75.52,64.19,Moderate
4,8.38,100.0,78.51,90.51,71.79,Low
2,8.23,82.74,69.33,80.11,56.81,Moderate
8,7.94,74.66,77.89,86.24,69.85,Moderate
2,7.5,81.34,91.69,100.0,81.59,Moderate
7,8.97,100.0,98.0,100.0,90.34,Low
6,4.86,63.27,55.43,62.97,44.19,High
8,8.98,100.0,86.75,93.74,83.02,Low
6,4.76,50.0,43.32,53.27,33.67,High
1,10.0,92.91,89.15,98.86,77.65,Low
4,8.29,91.76,81.82,87.2,76.62,Low
5,9.24,100.0,88.34,97.37,73.94,Low
7,9.83,77.89,95.58,98.04,83.2,Low
4,7.05,73.41,65.69,70.69,61.71,High
8,6.92,64.98,60.21,70.1,51.06,High
5,8.6,98.19,98.0,100.0,89.58,Low
4,10.0,97.42,98.0,100.0,92.15,Low
4,8.45,81.2,75.21,81.19,63.44,Low
6,7.56,81.66,68.5,78.91,58.87,Moderate
1,7.37,60.49,70.62,82.14,60.85,High
5,6.76,55.72,66.34,70.61,54.4,High
5,6.66,79.29,62.39,67.24,52.21,Moderate
6,8.96,70.82,87.46,100.0,78.85,Low
6,7.89,80.6,85.28,98.69,79.9,Low
2,7.11,72.71,75.16,76.19,66.17,Moderate
6,6.4,78.15,74.57,81.84,64.32,Moderate
4,7.77,73.74,86.41,90.54,78.35,Moderate
2,7.49,80.01,75.11,77.11,60.25,Moderate
8,5.28,89.2,50.54,61.26,44.12,High
5,9.08,63.06,88.96,95.04,79.4,Low
8,7.03,100.0,64.71,73.25,55.05,Moderate
8,7.44,64.42,77.82,78.99,69.09,Moderate
8,7.55,86.28,75.17,86.86,69.28,Moderate
7,7.53,88.8,83.49,83.89,70.77,Low
7,7.75,56.89,76.18,89.16,65.41,High
4,8.77,89.29,81.39,82.37,67.86,Low
5,9.38,100.0,98.0,100.0,85.7,Low
7,7.87,91.84,74.05,88.8,63.24,Moderate
1,6.83,90.28,78.13,78.29,67.99,Moderate
1,9.6,74.93,94.7,100.0,83.94,Low
8,8.22,77.7,69.36,77.98,54.0,Moderate
3,4.9,69.44,55.65,63.93,44.71,High
1,6.56,80.43,63.9,68.47,53.73,High
5,7.4,84.82,78.57,86.88,62.76,Moderate
7,9.2,83.89,88.7,90.88,78.48,Low
1,8.78,68.22,98.0,100.0,85.25,Low
2,7.61,91.47,83.18,92.98,72.09,Low
4,6.82,83.41,63.74,69.32,57.32,Moderate
4,8.92,92.71,88.57,98.56,79.44,Low
4,8.66,91.39,85.33,92.39,76.09,Low
4,8.9,89.03,89.18,96.76,83.22,Low
5,8.18,80.42,77.0,89.98,67.21,Moderate
3,5.24,64.27,60.79,77.87,50.89,High
5,7.84,67.01,67.54,75.8,54.78,Moderate
2,7.01,80.72,79.96,87.74,67.54,Moderate
1,7.69,64.63,77.65,88.07,65.47,Moderate
7,7.46,85.73,75.04,82.73,71.3,Moderate
2,6.94,84.16,81.15,81.68,72.73,Moderate
7,7.59,92.76,93.86,96.35,84.96,Low
6,7.86,78.57,78.75,93.23,71.7,Moderate
5,9.11,88.71,89.77,90.74,82.69,Low
1,7.24,81.5,63.75,73.93,53.31,Moderate
6,10.0,93.08,98.0,100.0,90.35,Low
3,8.78,66.8,86.21,93.6,77.21,Moderate
5,8.39,66.65,75.72,82.58,67.69,Moderate
6,8.36,78.21,70.58,78.83,62.09,Moderate
7,7.69,86.9,78.73,82.15,74.86,Low
5,7.57,70.54,71.27,78.09,60.85,Moderate
2,8.28,76.39,86.28,90.97,71.57,Low
1,6.34,100.0,71.13,79.96,65.01,Moderate
6,8.16,100.0,67.78,74.59,55.02,Moderate
1,10.0,94.72,93.04,100.0,89.04,Low
5,6.83,78.49,73.94,80.87,60.11,Moderate
3,9.94,82.86,86.7,91.31,75.9,Low
2,7.26,78.15,65.97,75.82,59.05,Moderate
5,5.88,100.0,68.72,79.4,67.17,Moderate
2,9.73,76.9,86.26,99.89,78.91,Low
4,8.16,100.0,98.0,100.0,88.09,Low
6,9.24,82.79,91.68,99.8,84.26,Low
1,8.5,89.37,83.97,96.18,81.06,Low
3,7.75,83.9,86.78,99.87,74.11,Low
5,7.12,90.46,72.19,76.9,64.3,Moderate
4,4.63,75.85,62.49,78.03,58.77,High
3,7.14,73.9,68.13,71.88,51.56,High
4,7.35,79.02,75.14,80.11,65.78,Moderate
3,9.56,99.82,91.06,100.0,81.93,Low
4,8.62,83.75,94.16,100.0,90.09,Low
3,8.11,91.2,93.74,95.86,84.87,Low
7,6.47,67.57,58.75,67.35,42.97,High
6,7.32,66.56,66.03,80.82,55.0,High
1,8.28,82.55,83.37,97.15,71.43,Low
5,5.59,66.02,47.05,61.88,41.38,High
4,9.56,95.12,90.74,96.54,83.91,Low
1,4.98,93.24,85.08,100.0,70.83,Moderate
7,7.27,90.77,87.08,96.13,82.43,Low
1,8.66,80.85,81.61,91.24,74.96,Low
3,9.56,97.89,98.0,100.0,84.59,Low
8,8.7,93.59,75.75,85.89,63.77,Low
5,8.32,86.22,83.53,99.01,82.01,Low
7,5.89,78.34,60.07,78.17,54.55,High
4,9.3,100.0,94.44,99.81,83.91,Low
4,8.86,96.29,90.41,97.23,85.45,Low
6,6.27,87.5,64.52,69.54,52.33,High
2,7.85,72.44,79.04,85.68,65.79,Moderate
4,7.85,64.84,78.43,83.95,66.2,Moderate
6,6.03,69.53,55.58,60.1,47.07,High
5,7.14,73.11,72.67,82.48,65.37,Moderate
4,6.99,88.23,66.43,77.62,55.61,Moderate
2,9.52,91.52,98.0,100.0,91.94,Low
1,6.11,67.59,61.46,73.45,48.55,High
8,9.37,85.78,95.96,99.86,95.0,Low
3,7.14,83.69,85.58,87.34,73.98,Moderate
4,6.15,92.46,56.08,61.29,49.6,Moderate
7,7.88,73.45,72.48,89.51,58.19,Moderate
6,9.4,79.52,94.04,100.0,84.18,Low
8,8.65,100.0,92.75,100.0,80.03,Low
6,7.0,82.49,70.78,80.27,61.57,Moderate
6,6.87,72.02,70.73,76.11,64.58,Moderate
4,6.07,89.27,61.04,72.4,48.64,High
1,6.88,75.38,76.04,81.15,63.48,Moderate
8,10.0,71.71,90.87,93.86,78.07,Low
1,7.54,73.18,76.88,82.09,66.42,Moderate
8,5.95,50.0,61.17,67.31,54.22,High
6,8.81,95.63,86.87,92.46,78.21,Low
6,7.39,63.19,64.79,74.88,50.9,High
8,7.83,100.0,74.1,85.18,67.32,Low
4,7.71,100.0,72.15,79.86,65.45,Moderate
5,6.75,80.56,66.98,77.12,53.06,Moderate
3,9.62,100.0,98.0,100.0,94.08,Low
2,7.37,84.19,70.63,80.19,62.91,Moderate
3,8.22,100.0,80.89,96.13,71.44,Low
2,9.15,68.72,85.93,94.26,74.09,Low
1,7.9,77.27,71.0,77.58,58.99,Moderate
4,5.47,80.72,79.63,87.64,69.48,Moderate
1,7.32,100.0,88.07,98.14,82.34,Low
2,7.09,86.54,60.06,66.33,50.7,Moderate
6,7.93,91.83,80.36,88.57,76.26,Moderate
4,6.09,52.01,60.34,66.32,49.52,High
1,6.26,82.82,73.84,81.24,69.11,Moderate
8,6.25,76.69,63.63,71.85,57.27,High
1,7.91,81.38,72.15,73.61,57.12,Moderate
5,8.04,82.44,76.52,83.56,68.21,Low
6,6.23,93.5,68.06,74.21,60.26,Moderate
3,6.94,63.59,68.9,80.16,63.32,High
3,10.0,69.01,83.75,93.07,77.68,Low
7,9.74,100.0,93.4,96.28,87.37,Low
6,6.86,91.34,57.62,68.14,56.47,Moderate
2,5.54,53.95,50.31,56.45,45.25,High
2,7.24,95.91,72.95,76.4,63.51,Low
1,6.99,62.58,73.1,77.73,63.82,High
2,6.69,76.22,68.27,73.2,65.02,Moderate
8,6.0,80.61,61.46,72.47,56.53,High
6,5.21,71.39,58.99,66.61,53.5,High
1,7.05,78.79,76.68,79.96,69.78,Moderate
3,6.29,75.82,70.89,78.89,57.96,High
8,5.86,59.58,59.9,67.42,48.03,High
1,8.75,100.0,78.39,86.24,73.49,Low
3,6.88,83.21,72.35,78.67,63.56,Moderate
2,8.0,83.68,70.79,87.86,57.98,Moderate
2,9.23,85.55,78.69,86.34,72.77,Low
6,9.73,76.63,76.07,87.67,66.33,Low
5,8.07,98.97,92.31,100.0,88.78,Low
7,7.8,68.88,67.19,75.66,57.8,Moderate
4,9.41,100.0,67.96,74.36,59.27,Low
6,9.23,69.11,96.91,100.0,90.9,Low
4,9.46,85.65,98.0,100.0,87.45,Low
1,9.36,100.0,80.11,91.29,70.23,Low
8,9.32,73.26,84.03,92.14,69.83,Low
4,9.37,87.58,97.49,100.0,92.86,Low
4,10.0,100.0,91.54,99.61,73.48,Low
5,6.36,83.5,70.15,83.12,67.44,Moderate
3,7.8,82.52,84.4,88.7,79.34,Moderate
5,7.05,80.68,68.1,76.61,62.74,Moderate
4,8.4,100.0,86.59,91.93,76.2,Low
7,7.47,50.0,67.08,80.25,57.76,High
2,7.47,83.68,79.28,84.61,78.14,Moderate
3,8.73,85.44,76.88,86.18,66.17,Low
4,6.81,73.02,76.54,81.44,66.47,Moderate
2,6.71,82.47,68.39,78.02,62.22,Moderate
1,8.18,89.01,93.57,96.96,86.88,Low
5,7.13,100.0,82.61,93.82,76.38,Low
7,6.92,84.52,82.97,92.0,72.9,Moderate
5,5.57,81.27,74.32,81.07,64.17,Moderate
8,6.98,77.9,67.29,82.48,56.81,High
4,8.19,98.1,98.0,100.0,92.61,Low
2,7.46,83.01,66.73,67.79,61.42,Moderate
4,6.99,100.0,72.66,82.13,69.54,Moderate
1,7.5,79.18,68.12,72.71,57.67,Moderate
4,7.53,81.21,84.62,97.73,77.43,Moderate
7,8.28,98.96,85.71,89.66,74.91,Low
8,10.0,78.48,93.03,100.0,88.19,Low
1,7.38,74.32,81.96,87.26,78.45,Moderate
7,7.15,88.53,74.43,78.35,70.46,Moderate
7,8.18,83.43,98.0,100.0,87.47,Low
4,6.94,78.64,72.62,87.38,61.24,Moderate
5,6.56,61.02,67.22,79.61,55.71,High
5,6.7,71.99,66.31,77.29,58.52,Moderate
3,8.05,87.91,83.92,96.16,75.43,Low
5,9.03,76.35,85.17,91.0,74.26,Low
4,9.44,97.35,98.0,100.0,86.03,Low
8,7.63,78.05,81.18,87.35,67.83,Moderate
3,9.71,100.0,92.01,100.0,89.33,Low
8,7.78,77.61,88.82,96.0,80.63,Low
1,5.54,89.23,53.74,54.89,50.45,High
8,8.19,67.79,90.6,94.45,83.76,Moderate
3,9.23,88.83,97.48,100.0,91.31,Low
8,6.21,98.13,73.88,85.05,64.34,Moderate
1,8.28,85.07,86.22,98.91,78.05,Low
2,7.62,54.93,71.68,78.96,62.36,High
4,6.48,79.63,65.83,71.11,60.63,Moderate
3,10.0,75.6,91.62,95.93,80.2,Low
5,8.82,86.66,88.25,94.55,82.26,Low
5,7.31,84.58,73.99,81.18,60.15,Moderate
4,8.99,85.49,81.94,88.9,66.48,Low
7,8.58,96.7,82.61,91.35,73.56,Low
7,9.09,100.0,98.0,100.0,87.31,Low
3,7.62,73.51,65.72,71.76,57.53,Moderate
6,7.46,85.66,90.23,96.28,80.54,Low
2,7.96,92.57,83.33,91.73,67.82,Low
7,6.58,71.61,66.74,71.07,60.83,High
5,8.25,86.14,77.8,85.52,70.68,Moderate
2,5.4,77.05,65.71,80.93,54.49,High
6,8.05,64.93,69.4,77.65,54.81,Moderate
5,7.43,74.24,72.82,75.89,64.7,Moderate
6,8.18,100.0,76.55,80.06,68.73,Low
3,6.78,73.2,63.11,68.84,50.93,High
2,6.5,63.74,55.58,59.5,49.95,High
8,7.73,59.38,64.67,72.59,56.48,High
7,8.84,74.64,98.0,100.0,89.39,Low
4,7.32,73.84,78.7,79.16,76.2,Moderate
3,8.18,96.65,73.91,84.95,67.85,Low
1,10.0,86.79,98.0,100.0,81.13,Low
2,9.51,100.0,98.0,100.0,92.76,Low
6,8.14,82.54,76.08,92.18,60.49,Low
